sample_step,avg_loss,time,lr,cond
211840,2.220030,1768484908.579,0.0002,Y
212480,2.246589,1768484930.499,0.0002,Y
213120,2.263586,1768484952.294,0.0002,Y
213760,2.164627,1768484974.020,0.0002,Y
214400,2.226795,1768484996.568,0.0002,Y
215040,2.224814,1768485018.466,0.0002,Y
215680,2.204499,1768485039.793,0.0002,Y
216320,2.319166,1768485061.968,0.0002,Y
216960,2.214679,1768485083.889,0.0002,Y
217600,2.220495,1768485105.873,0.0002,Y
218240,2.188253,1768485127.721,0.0002,Y
218880,2.242759,1768485149.358,0.0002,Y
219520,2.129479,1768485171.033,0.0002,Y
220160,2.249024,1768485193.535,0.0002,Y
220800,2.159140,1768485215.177,0.0002,Y
221440,2.168167,1768485236.396,0.0002,Y
222080,2.187949,1768485258.567,0.0002,Y
222720,2.205092,1768485280.905,0.0002,Y
223360,2.207255,1768485302.893,0.0002,Y
224000,2.235429,1768485325.410,0.0002,Y
224640,2.176183,1768485347.482,0.0002,Y
225280,2.196492,1768485369.045,0.0002,Y
225920,2.167301,1768485391.244,0.0002,Y
226560,2.231144,1768485413.218,0.0002,Y
227200,2.178996,1768485435.049,0.0002,Y
227840,2.141675,1768485456.980,0.0002,Y
228480,2.166702,1768485479.076,0.0002,Y
229120,2.205694,1768485500.753,0.0002,Y
229760,2.226137,1768485523.146,0.0002,Y
230400,2.227317,1768485544.957,0.0002,Y
231040,2.216941,1768485566.939,0.0002,Y
231680,2.200426,1768485589.674,0.0002,Y
232320,2.158040,1768485611.889,0.0002,Y
232960,2.225335,1768485633.695,0.0002,Y
233600,2.145201,1768485655.466,0.0002,Y
234240,2.207251,1768485677.293,0.0002,Y
234880,2.160402,1768485699.583,0.0002,Y
235520,2.102747,1768485721.623,0.0002,Y
236160,2.146900,1768485743.672,0.0002,Y
236800,2.142659,1768485765.592,0.0002,Y
237440,2.140658,1768485787.559,0.0002,Y
238080,2.144137,1768485810.167,0.0002,Y
238720,2.175161,1768485832.410,0.0002,Y
239360,2.164584,1768485853.650,0.0002,Y
240000,2.258855,1768485875.708,0.0002,Y
240640,2.075755,1768485897.806,0.0002,Y
241280,2.145095,1768485919.599,0.0002,Y
241920,2.151323,1768485941.935,0.0002,Y
242560,2.139779,1768485964.500,0.0002,Y
243200,2.104377,1768485986.688,0.0002,Y
